,Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,FAR_Description,Schedule,Purpose_of_flight,Air_carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_phase_of_flight,Report_Status,Publication_Date,Year,State,Region,Total_Passengers,Fatality_pct,Injured_pct,Airplane_Damage,Airplane_Damage_quant
55110,20030929X01612,Accident,SEA03CA162,2003-07-17,"IDAHO FALLS, ID",United States,43.514444,-112.070278,IDA,FANNING FIELD,Non-Fatal,Substantial,Airplane,N758LW,Cessna,R172K,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,25-11-2003,2003,ID,NW,1.0,0.0,0.0,Substantial,2
55113,20030812X01308,Accident,ANC03CA080,2003-07-17,"TALKEETNA, AK",United States,62.320556,-150.093611,,,Non-Fatal,Substantial,Airplane,N83582,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,25-11-2003,2003,AK,NW,2.0,0.0,0.0,Substantial,2
55140,20030814X01335,Accident,LAX03CA247,2003-07-20,"LIVERMORE, CA",United States,37.693333,-121.820278,LVK,"Livermore, CA",Non-Fatal,Substantial,Airplane,N73857,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-11-2003,2003,CA,SW,1.0,0.0,0.0,Substantial,2
55153,20030806X01276,Accident,ANC03CA081,2003-07-21,"ANCHORAGE, AK",United States,61.186944,-149.965278,PAMR,MERRILL FIELD,Non-Fatal,Substantial,Airplane,N72860,Cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,25-11-2003,2003,AK,NW,2.0,0.0,0.0,Substantial,2
55192,20030929X01611,Accident,SEA03CA155,2003-07-27,"SCHAFER, MT",United States,48.087222,-113.250833,8U2,SCHAFER /USFS/,Non-Fatal,Substantial,Airplane,N1979C,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,1.0,VMC,Takeoff,Probable Cause,25-11-2003,2003,MT,NW,3.0,0.0,66.66666666666666,Substantial,2
55218,20030912X01529,Accident,ANC03CA078,2003-07-31,"ANIAK, AK",United States,61.713333,-158.616667,,,Non-Fatal,Substantial,Airplane,N3694T,Taylorcraft,F-19,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-11-2003,2003,AK,NW,1.0,0.0,0.0,Substantial,2
55252,20030912X01532,Accident,ANC03CA090,2003-08-06,"SEWARD, AK",United States,60.016667,-148.508333,,,Non-Fatal,Substantial,Airplane,N9668P,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-11-2003,2003,AK,NW,1.0,0.0,0.0,Substantial,2
55253,20030912X01531,Accident,ANC03CA089,2003-08-06,"ILIAMNA, AK",United States,59.200556,-154.933889,,,Non-Fatal,Substantial,Airplane,N185TB,Cessna,185,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,25-11-2003,2003,AK,NW,3.0,0.0,0.0,Substantial,2
55255,20030829X01432,Accident,MIA03CA158,2003-08-07,"ORLANDO, FL",United States,28.545277,-81.332778,ORL,Orlando Executive,Non-Fatal,Substantial,Airplane,N775SP,Cessna,172S,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,25-11-2003,2003,FL,SE,1.0,0.0,0.0,Substantial,2
55274,20030811X01302,Accident,FTW03WA193,2003-08-09,"Prto. Echeverry, Colombia",Colombia,,,,,Fatal(2),Destroyed,Airplane,,Cessna,185F,No,,,"Non-U.S., Non-Commercial",,Personal,,2.0,0.0,3.0,0.0,VMC,,Foreign,,2003,,,5.0,40.0,60.0,Destroyed,3
55290,20030911X01514,Accident,MIA03CA165,2003-08-13,"LA BELLE, FL",United States,26.744166,-81.4325,X14,La Belle Municipal,Non-Fatal,Substantial,Airplane,N2987D,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,25-11-2003,2003,FL,SE,1.0,0.0,0.0,Substantial,2
55304,20030917X01554,Accident,NYC03CA179,2003-08-16,"GLENS FALLS, NY",United States,43.341111,-73.610278,GFL,WARREN COUNTY,Non-Fatal,Substantial,Airplane,N9673B,Cessna,172RG,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,25-11-2003,2003,NY,NE,3.0,0.0,0.0,Substantial,2
55307,20031006X01664,Accident,FTW03WA218,2003-08-16,"CHILPANCINGO, MEXICO",Mexico,,,,,Fatal(1),Substantial,Airplane,N1647J,Piper,PA-28-140,No,,,"Non-U.S., Non-Commercial",,Personal,,1.0,2.0,0.0,0.0,VMC,,Foreign,,2003,,,3.0,33.33333333333333,66.66666666666666,Substantial,2
55324,20031230X02096,Accident,FTW03CA201,2003-08-18,"SAN ANTONIO, TX",United States,29.533611,-98.469723,SAT,San Antonio International,Non-Fatal,Substantial,Airplane,N139RC,Cessna,210D,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-03-2004,2003,TX,SW,1.0,0.0,0.0,Substantial,2
55326,20030910X01511,Accident,ANC03CA097,2003-08-18,"SPARREVOHN, AK",United States,60.883333,-155,,,Non-Fatal,Substantial,Airplane,N8016A,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,25-11-2003,2003,AK,NW,2.0,0.0,0.0,Substantial,2
55329,20031008X01683,Accident,IAD03CA071,2003-08-19,"CLEVELAND, OH",United States,41.518056,-81.683333,BKL;,BURKE LAKEFRONT,Non-Fatal,Substantial,Airplane,N229ME,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,25-11-2003,2003,OH,NE,2.0,0.0,0.0,Substantial,2
55355,20031007X01670,Accident,LAX03CA261,2003-08-22,"TUCSON, AZ",United States,32.116111,-110.941111,,,Non-Fatal,Substantial,Airplane,N7909Z,Cessna,150C,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,25-11-2003,2003,AZ,SW,2.0,0.0,0.0,Substantial,2
55356,20031231X02105,Accident,FTW03CA205,2003-08-22,"SAND SPRINGS, OK",United States,26.175278,-96.151667,,,Non-Fatal,Substantial,Airplane,N9882A,Cessna,195,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-03-2004,2003,OK,SW,1.0,0.0,0.0,Substantial,2
55388,20031008X01678,Accident,LAX03CA263,2003-08-25,"PAUMA VALLEY, CA",United States,33.287222,-116.956389,,,Non-Fatal,Substantial,Airplane,N15285,Piper,PA-28-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,25-11-2003,2003,CA,SW,2.0,0.0,0.0,Substantial,2
55408,20030908X01480,Accident,FTW03WA210,2003-08-29,"Juan de Morros, Venezuela",Venezuela,,,,,Fatal(3),Destroyed,Airplane,,Cessna,R172K,No,,,"Non-U.S., Non-Commercial",,Personal,,3.0,0.0,0.0,0.0,IMC,,Foreign,,2003,,,3.0,100.0,0.0,Destroyed,3
55421,20031009X01703,Accident,LAX03CA272,2003-08-31,"MARBLE CANYON, AZ",United States,36.8125,-111.646389,L41,Marble Canyon,Non-Fatal,Substantial,Airplane,N2898F,Cessna,182J,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,25-11-2003,2003,AZ,SW,2.0,0.0,0.0,Substantial,2
55422,20040525X00661,Accident,IAD03CA072,2003-08-31,"KENNEBUNKPORT, ME",United States,43.741666,-70.438333,ME46,BACK ACRES,Non-Fatal,Substantial,Airplane,N11576,Cessna,C-170,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,28-06-2006,2003,ME,NE,1.0,0.0,0.0,Substantial,2
55442,20030909X01493,Accident,MIA03TA175,2003-09-03,"JAY, FL",United States,30.901667,-87.118611,FL96,Jay Airport,Non-Fatal,Substantial,Airplane,N52615,Cessna,172P,No,1.0,Reciprocating,Public Use,,Public Aircraft,,0.0,2.0,0.0,0.0,VMC,Maneuvering,Probable Cause,21-04-2016,2003,FL,SE,2.0,0.0,100.0,Substantial,2
55462,20031015X01729,Accident,ANC03CA109,2003-09-06,"KENAI, AK",United States,60.916667,-151.95,,,Non-Fatal,Substantial,Airplane,N4564B,Maule,M-6-235,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,25-11-2003,2003,AK,NW,2.0,0.0,0.0,Substantial,2
55467,20030916X01546,Accident,NYC03CA193,2003-09-07,"JETERSVILLE, VA",United States,37.326111,-78.071667,NONE,Private Airfield,Non-Fatal,Substantial,Airplane,N63600,Cessna,150M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,24-01-2005,2003,VA,NE,1.0,0.0,0.0,Substantial,2
55476,20031015X01731,Accident,ANC03CA110,2003-09-07,"EAGLE, AK",United States,64.916667,-142.45,,,Non-Fatal,Substantial,Airplane,N8597D,Piper,PA-18-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-11-2003,2003,AK,NW,1.0,0.0,0.0,Substantial,2
55498,20030930X01616,Accident,FTW03WA228,2003-09-12,"Uraba, Colombia",Colombia,6.2525,-76.502778,,,Fatal(2),Destroyed,Airplane,,Piper,PA-31,No,,,"Non-U.S., Non-Commercial",,Personal,,2.0,0.0,0.0,0.0,IMC,,Foreign,,2003,,,2.0,100.0,0.0,Destroyed,3
55508,20030930X01617,Accident,FTW03WA226,2003-09-13,"Tecalitran, Mexico",Mexico,19.3375,-103.756944,,,Fatal(8),Destroyed,Airplane,,Cessna,402B,No,,,"Non-U.S., Non-Commercial",,Personal,,8.0,0.0,0.0,0.0,IMC,,Foreign,,2003,,,8.0,100.0,0.0,Destroyed,3
55511,20031021X01789,Accident,LAX03CA288,2003-09-14,"TUCSON, AZ",United States,32.123334,-110.947777,TUS,Tucson International,Non-Fatal,Substantial,Airplane,N73179,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-12-2003,2003,AZ,SW,1.0,0.0,0.0,Substantial,2
55526,20031010X01711,Accident,LAX03CA296,2003-09-17,"YOUNG, AZ",United States,34.15,-110.983333,PVT,Young,Non-Fatal,Substantial,Airplane,N2646R,Cessna,182K,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,25-11-2003,2003,AZ,SW,1.0,0.0,0.0,Substantial,2
55551,20031008X01676,Accident,NYC03CA202,2003-09-21,"SPENCERPORT, NY",United States,43.195555,-77.748055,91NY,Manitou Field Airport,Non-Fatal,Substantial,Airplane,N7225E,Cessna,182B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,1.0,0.0,VMC,Landing,Probable Cause,25-11-2003,2003,NY,NE,2.0,0.0,100.0,Substantial,2
55560,20031021X01787,Accident,LAX03CA299,2003-09-22,"REEDLEY, CA",United States,36.666389,-119.449722,O32,Reedley Municipal,Non-Fatal,Substantial,Airplane,N3093X,Cessna,150F,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,30-12-2003,2003,CA,SW,2.0,0.0,0.0,Substantial,2
55580,20031023X01805,Accident,SEA03CA195,2003-09-26,"COUNCIL, ID",United States,44.791666,-116.516667,NONE,Private,Non-Fatal,Substantial,Airplane,N9707G,Cessna,180 H,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-12-2003,2003,ID,NW,2.0,0.0,0.0,Substantial,2
55605,20031126X01956,Accident,SEA03CA200,2003-09-30,"BASIN CITY, WA",United States,46.521389,-119.180556,NONE,Dorman (Private),Non-Fatal,Substantial,Airplane,N4451Z,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,02-03-2004,2003,WA,NW,1.0,0.0,0.0,Substantial,2
55649,20040408X00435,Accident,IAD04CA002,2003-10-07,"RIDEGWAY, VA",United States,36.585277,-79.893889,VA02,Pace Airport,Non-Fatal,Substantial,Airplane,N2370N,Cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,01-09-2004,2003,VA,NE,2.0,0.0,0.0,Substantial,2
55665,20031120X01933,Accident,NYC04CA009,2003-10-10,"CLARENCE CENTER, NY",United States,43.061111,-78.661389,D46,POTOCZAK,Non-Fatal,Substantial,Airplane,N8511T,Cessna,182C,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,05-02-2004,2003,NY,NE,1.0,0.0,0.0,Substantial,2
55674,20031215X02035,Accident,MIA04CA002,2003-10-12,"ARCHER, FL",United States,29.559444,-82.499444,FL66,Peach Orchard,Non-Fatal,Substantial,Airplane,N9291P,Piper,PA-24-260B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,IMC,Takeoff,Probable Cause,02-03-2004,2003,FL,SE,2.0,0.0,0.0,Substantial,2
55729,20031203X01986,Accident,MIA04CA006,2003-10-19,"EVERGLADES CITY, FL",United States,25.848611,-81.39,X01,Everglades Airpark,Non-Fatal,Substantial,Airplane,N198GM,Piper,PA-32-300,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,05-02-2004,2003,FL,SE,1.0,0.0,0.0,Substantial,2
55730,20031114X01908,Accident,MIA04CA005,2003-10-19,"EVERGLADES CITY, FL",United States,25.848611,-81.39,,,Non-Fatal,Substantial,Airplane,N933JH,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,30-12-2003,2003,FL,SE,1.0,0.0,100.0,Substantial,2
55741,20031120X01932,Accident,MIA04CA009,2003-10-21,"MELBOURNE, FL",United States,28.102778,-80.645277,KMLB,Melbourne International Airpt,Non-Fatal,Substantial,Airplane,N734JT,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,05-02-2004,2003,FL,SE,2.0,0.0,0.0,Substantial,2
55747,20031222X02080,Accident,LAX04CA023,2003-10-22,"MONTAGUE, CA",United States,41.781389,-122.468056,SIY,"Montague Siskiyou County, CA",Non-Fatal,Substantial,Airplane,N80543,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-03-2004,2003,CA,SW,1.0,0.0,0.0,Substantial,2
55754,20031028X01817,Accident,ATL04LA025,2003-10-24,"EDGEFIELD, SC",United States,33.147222,-81.163889,,,Non-Fatal,Substantial,Airplane,N3007R,Cessna,U206F,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,26-12-2017,2003,SC,SE,1.0,0.0,100.0,Substantial,2
55758,20031231X02111,Accident,LAX04CA026,2003-10-25,"PETALUMA, CA",United States,38.257778,-122.605556,O69,Petaluma Municipal,Non-Fatal,Substantial,Airplane,N7409K,Piper,PA-20,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-03-2004,2003,CA,SW,1.0,0.0,0.0,Substantial,2
55759,20031222X02081,Accident,LAX04CA024,2003-10-25,"FRESNO, CA",United States,36.732223,-119.819723,FCH,Fresno Chandler,Non-Fatal,Substantial,Airplane,N738YL,Cessna,172N,No,1.0,,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,02-03-2004,2003,CA,SW,1.0,0.0,0.0,Substantial,2
55776,20031120X01929,Accident,NYC04CA018,2003-10-28,"MANSFIELD, MA",United States,42,-71.196666,1B9,Mansfield Municipal,Non-Fatal,Substantial,Airplane,N33532,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,05-02-2004,2003,MA,NE,2.0,0.0,0.0,Substantial,2
55789,20031202X01975,Accident,NYC04CA022,2003-11-01,"LAYTONSVILLE, MD",United States,39.244444,-77.148611,W50,Laytonsville,Non-Fatal,Substantial,Airplane,N70800,Cessna,182M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,30-06-2004,2003,MD,NE,3.0,0.0,0.0,Substantial,2
55790,20031120X01930,Accident,NYC04CA020,2003-11-01,"FRANKLIN, KY",United States,36.711111,-86.636111,35KY,Welcome Field,Non-Fatal,Substantial,Airplane,N3264Z,Piper,PA-22-150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,2.0,VMC,Takeoff,Probable Cause,02-03-2004,2003,KY,NE,3.0,0.0,33.33333333333333,Substantial,2
55791,20031205X02000,Accident,NYC04CA019,2003-11-01,"SALEM, NJ",United States,39.530834,-75.477223,NONE,Rainbows End,Non-Fatal,Substantial,Airplane,N8772M,Beech,A23,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,2.0,VMC,Takeoff,Probable Cause,02-03-2004,2003,NJ,NE,3.0,0.0,33.33333333333333,Substantial,2
55825,20031202X01979,Accident,NYC04CA028,2003-11-08,"KILBOURNE, OH",United States,43.33,-82.956667,NONE,Private,Non-Fatal,Substantial,Airplane,N78203,Cessna,172K,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-03-2004,2003,OH,NE,1.0,0.0,0.0,Substantial,2
55834,20031128X01963,Accident,NYC04CA032,2003-11-09,"PHILIPPI, WV",United States,39.093333,-80.025834,9W3,Simpson,Non-Fatal,Substantial,Airplane,N738UL,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,02-03-2004,2003,WV,NE,2.0,0.0,100.0,Substantial,2
55835,20031202X01978,Accident,NYC04CA031,2003-11-09,"WESTFIELD, MA",United States,42.157778,-72.715556,BAF,Barnes Municipal Airport,Non-Fatal,Substantial,Airplane,N3194Z,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-03-2004,2003,MA,NE,1.0,0.0,0.0,Substantial,2
55935,20040117X00072,Accident,LAX04CA063,2003-12-03,"MORENCI, AZ",United States,33.346666,-109.491666,0,Double O Ranch,Non-Fatal,Substantial,Airplane,N1451T,Piper,PA-28R-200,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-03-2004,2003,AZ,SW,1.0,0.0,0.0,Substantial,2
55962,20040114X00064,Accident,LAX04CA065,2003-12-09,"SAN DIEGO, CA",United States,32.815556,-117.139444,MYF,Montgomery Field,Non-Fatal,Substantial,Airplane,N58JG,Beech,58P,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,30-03-2004,2003,CA,SW,2.0,0.0,0.0,Substantial,2
55963,20040105X00009,Accident,IAD04CA004,2003-12-09,"E. STROUDSBURG, PA",United States,41.035833,-75.160556,N53,Stroudsburg-Pocono Airport,Non-Fatal,Substantial,Airplane,N7202R,Beech,BE-55,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-03-2004,2003,PA,NE,1.0,0.0,0.0,Substantial,2
55965,20031215X02037,Accident,FTW04FA038,2003-12-09,"Livingston, TX",United States,30.677778,-95.012778,00R,Livingston Municipal Airport,Fatal(1),Destroyed,Airplane,N98287,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,27-10-2015,2003,TX,SW,2.0,50.0,50.0,Destroyed,3
55977,20040108X00040,Accident,FTW04WA048,2003-12-13,"Guaymas, Mexico",Mexico,,,,,Fatal(2),Destroyed,Airplane,N9223X,Piper,PA-46,No,,,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,,Foreign,,2003,,,2.0,100.0,0.0,Destroyed,3
55991,20040122X00092,Accident,LAX04CA072,2003-12-16,"PRESCOTT, AZ",United States,34.654444,-112.419445,PRC,Ernest A. Love Field Airport,Non-Fatal,Substantial,Airplane,N4380T,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-03-2004,2003,AZ,SW,1.0,0.0,0.0,Substantial,2
56005,20040114X00065,Accident,LAX04CA070,2003-12-18,"SAN JOSE, CA",United States,37.332778,-121.819723,RHV,Reid-Hillview,Non-Fatal,Substantial,Airplane,N1338B,Luscombe,8E,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-03-2004,2003,CA,SW,1.0,0.0,0.0,Substantial,2
56019,20040122X00089,Accident,IAD04CA006,2003-12-21,"LOUISVILLE, KY",United States,38.227778,-85.663611,LOU,Bowman Field,Non-Fatal,Substantial,Airplane,N7532Y,Piper,PA-30,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,04-08-2011,2003,KY,NE,1.0,0.0,0.0,Substantial,2
56058,20040211X00181,Accident,SEA04CA037,2003-12-30,"BEND, OR",United States,44.094722,-121.200556,S07,BEND MUNI,Non-Fatal,Substantial,Airplane,N727MR,Bellanca,8KCAB,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,01-09-2004,2003,OR,NW,2.0,0.0,0.0,Substantial,2
56072,20040218X00199,Accident,MIA04CA041,2004-01-03,"FORT LAUDERDALE, FL",United States,26.084444,-80.201111,,,Non-Fatal,Substantial,Airplane,N10430,Maule,M-7-235B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-03-2004,2004,FL,SE,1.0,0.0,0.0,Substantial,2
56074,20040117X00071,Accident,LAX04CA088,2004-01-03,"GROVELAND, CA",United States,37.861667,-120.177778,Q68,Pine Mountain Lake Airport,Non-Fatal,Substantial,Airplane,N9272Q,Piper,PA 28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,30-03-2004,2004,CA,SW,2.0,0.0,0.0,Substantial,2
56075,20040203X00158,Accident,LAX04CA086,2004-01-03,"REDLANDS, CA",United States,34.084444,-117.141111,L12,Redlands Municipal Airport,Non-Fatal,Substantial,Airplane,N5184F,Cessna,172F,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,30-03-2004,2004,CA,SW,1.0,0.0,0.0,Substantial,2
56076,20040123X00104,Accident,LAX04CA085,2004-01-03,"HAYFORK, CA",United States,40.547222,-123.181667,Q72,Hayfork,Non-Fatal,Substantial,Airplane,N390BV,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-03-2004,2004,CA,SW,1.0,0.0,0.0,Substantial,2
56085,20040108X00030,Accident,FTW04WA058,2004-01-06,"SANTO DOMINGO, DOMINICAN REPUBLIC",Dominican Republic,18.456667,-66.098055,,,Non-Fatal,Substantial,Airplane,N16035,Cessna,150L,No,,,"Non-U.S., Non-Commercial",,Personal,,0.0,0.0,0.0,2.0,VMC,,Foreign,,2004,,,2.0,0.0,0.0,Substantial,2
56099,20040220X00213,Accident,LAX04CA099,2004-01-11,"SAN DIEGO, CA",United States,32.815556,-117.139444,MYF,Montgomery Field Airport,Non-Fatal,Substantial,Airplane,N67844,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,28-04-2004,2004,CA,SW,1.0,0.0,0.0,Substantial,2
56102,20040609X00771,Accident,FTW04WA154,2004-01-11,"Mazamitla, Mexico",Mexico,,,,,Non-Fatal,Destroyed,Airplane,N6763V,Mooney,M20C,No,,,"Non-U.S., Non-Commercial",,Personal,,0.0,0.0,0.0,2.0,VMC,,Foreign,,2004,,,2.0,0.0,0.0,Destroyed,3
56109,20040206X00169,Accident,MIA04CA040,2004-01-14,"FORT MEADE, FL",United States,27.75,-82.2,,,Non-Fatal,Substantial,Airplane,N453MC,Cessna,210L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,IMC,Takeoff,Probable Cause,30-03-2004,2004,FL,SE,1.0,0.0,0.0,Substantial,2
56112,20040325X00376,Accident,FTW04CA061,2004-01-15,"POYNOR, TX",United States,32.086389,-95.599166,,,Non-Fatal,Substantial,Airplane,N4136S,Piper,PA-32R,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,02-06-2004,2004,TX,SW,2.0,0.0,0.0,Substantial,2
56114,20040120X00075,Accident,FTW04FA062,2004-01-15,"Willow Park, TX",United States,32.765556,-97.67,WEA,Parker County Airport,Fatal(1),Destroyed,Airplane,N7252X,Beech,B36TC,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,28-04-2015,2004,TX,SW,1.0,100.0,0.0,Destroyed,3
56136,20040306X00277,Accident,LAX04CA098,2004-01-20,"GRANADA HILLS, CA",United States,34.25,-118.5,KVNY,Van Nuys Airport,Non-Fatal,Substantial,Airplane,N5364K,Cessna,172P,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Descent,Probable Cause,28-04-2004,2004,CA,SW,2.0,0.0,0.0,Substantial,2
